reviews,Lat,Long,Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Amenities_Score,Normalized_Amenities_Score,review_datetime_utc,Location_Unique,Status,Translated_Review,name
39.0,52.3060961,4.9879584,0.7269,6.372705799203608,77.33523378887583,23.079339345221456,1.0168663417793553,202.5543054827308,316.0964466137766,6.408982813193084,4.2,23.9,9.8,0.0,0.0,4.0,0.29,1428.0,4.0,0.0,1809.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.4754,6.289783438843315,77.62269082245803,23.254661801646193,0.9930550386614145,202.51408448533084,316.08636236335155,6.409320968329579,3.9,24.7,13.9,0.0,0.0,4.0,0.29,1416.0,4.0,0.0,2941.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.7003,7.06407556717992,77.92384471342325,19.960338197733677,1.0326041978399916,202.54698703655458,316.0427129910109,6.40935973527126,4.0,19.7,13.7,0.0,0.0,4.0,0.29,1413.0,4.0,0.0,791.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.4767,6.5,70.0,19.0,0.4,200.5426984972023,316.02077824212586,6.401176087595698,3.7,17.4,11.6,0.0,0.0,4.0,0.29,1382.0,4.0,0.0,3135.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.4215,6.623616168020966,77.65480342052251,22.000951556395705,1.0248246085139412,202.54264682490884,316.07975016241073,6.409244048412759,3.8,22.6,11.1,0.0,0.0,4.0,0.29,1365.0,4.0,0.0,1812.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.5994,10.7,113.0,19.2,0.3,194.58942612151532,316.119588938163,6.447227526659577,2.0,15.6,7.5,0.0,0.0,4.0,0.29,1362.0,4.0,0.0,470.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.9538,7.429668308786773,78.12237665851785,18.125815666945584,1.0393068033954558,202.55983396260444,316.01233515455294,6.409414245747271,5.1,17.2,15.0,0.0,0.0,4.0,0.29,1359.0,4.0,0.0,1671.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.6369,9.072274590324582,79.45228853063566,6.789098626652731,1.1524961816106254,202.6924183193255,315.8745334249465,6.410123704295158,6.3,4.0,0.0,11.5,15.7,4.0,0.29,1258.0,4.0,0.0,2133.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.7351,7.669677218301111,78.11230669670954,17.370866405312768,1.0724184521950217,202.58606390297155,316.01631852098024,6.40933595222228,4.7,15.8,11.3,0.0,0.0,4.0,0.29,1115.0,4.0,0.0,1501.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.0,10.382421314681515,79.70202967924865,5.605714886935004,1.2198706989373598,202.67797863009991,315.8765283923265,6.410051860408235,6.4,-0.8,7.9,0.0,0.0,4.0,0.29,1030.0,4.0,0.0,704.0,Gaasperplas strand
39.0,52.3060961,4.9879584,0.7717,5.952401407375277,77.09826696875598,25.10722584666155,0.997206668399861,202.53231390837163,316.120586033281,6.40890230281453,2.8,26.6,10.7,0.0,0.0,4.0,0.29,928.0,4.0,0.0,2567.0,Gaasperplas strand
